ip,date_time,request,step,session,user_id
cpe-147-10-88-128.ql,10/May/2005:08:58:50,/richlands/,2,910,910
castor.usq.edu.au,10/May/2005:15:00:41,/richlands/,2,933,933
cpe-138-130-222-62.q,10/May/2005:16:41:49,/richlands/,24,944,944
cpe-143-238-165-225.,11/May/2005:14:43:35,/richlands/,8,971,971
c210-49-39-196.rochd,11/May/2005:15:38:57,/richlands/,3,973,973
cor6-ppp1753.for.dsl,11/May/2005:18:28:43,/richlands/,8,983,983
222-152-19-116.jetst,12/May/2005:08:02:03,/richlands/,2,1004,1004
222-152-19-116.jetst,12/May/2005:08:02:05,/richlands/,3,1004,1004
bri-pow-pr3.tpgi.com,13/May/2005:10:46:24,/richlands/,3,1048,1048
203.51.231.107,13/May/2005:15:14:10,/richlands/,3,1053,1053
capilano-link.bne.co,13/May/2005:16:23:31,/richlands/,3,1060,1060
sxpp-p-144-139-125-1,15/May/2005:10:31:36,/richlands/,9,1147,1147
lj2364.inktomisearch,15/May/2005:22:31:03,/richlands/,2,1179,1179
cpe-203-45-186-150.q,16/May/2005:10:07:58,/richlands/,3,1193,1193
cpe-203-51-234-80.ql,16/May/2005:18:02:56,/richlands/,6,1235,1235
144.139.173.13,16/May/2005:18:11:41,/richlands/,6,1236,1236
cpe-61-9-215-49.qld.,17/May/2005:10:01:18,/richlands/,3,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:16:19,/richlands/,3,1256,1256
210-50-195-198.cust.,18/May/2005:09:11:11,/richlands/,4,1296,1296
220-253-92-188.qld.n,18/May/2005:14:31:58,/richlands/,3,1310,1310
220-253-92-188.qld.n,18/May/2005:15:02:51,/richlands/,3,1317,1317
60-240-146-3.tpgi.co,19/May/2005:07:25:17,/richlands/,3,1336,1336
b3894.static.pacific,19/May/2005:08:04:05,/richlands/,3,1338,1338
b3894.static.pacific,19/May/2005:13:28:56,/richlands/,3,1362,1362
b3894.static.pacific,19/May/2005:13:36:59,/richlands/,4,1365,1365
cpe-147-10-88-128.ql,19/May/2005:17:17:15,/richlands/,5,1377,1377
cpe-60-231-87-156.ql,20/May/2005:09:02:04,/richlands/,10,1398,1398
visp.inabox.net,20/May/2005:10:08:43,/richlands/,2,1406,1406
cpe-60-226-13-14.qld,22/May/2005:14:15:31,/richlands/,14,1495,1495
220.239.64.242.optus,23/May/2005:08:01:56,/richlands/,5,1543,1543
lj2364.inktomisearch,23/May/2005:10:31:12,/richlands/,2,1549,1549
c220-237-94-169.ipsw,23/May/2005:20:24:04,/richlands/,4,1572,1572
cpe-203-51-237-213.q,24/May/2005:16:37:43,/richlands/,3,1626,1626
msnbot.msn.com,24/May/2005:22:58:55,/richlands/,4,1639,1639
egspd42466.ask.com,25/May/2005:06:17:16,/richlands/,2,1651,1651
cpe-203-45-189-19.ql,25/May/2005:09:22:21,/richlands/,3,1657,1657
203.48.64.146,25/May/2005:09:48:27,/richlands/,3,1668,1668
cpe-60-231-60-233.ql,25/May/2005:21:57:20,/richlands/,5,1705,1705
cpe-203-45-189-19.ql,26/May/2005:00:13:48,/richlands/,3,1708,1708
209.152.183.217,26/May/2005:06:23:39,/richlands/,1,1716,1716
209.152.183.217,26/May/2005:06:23:45,/richlands/,2,1716,1716
d220-236-9-147.dsl.n,26/May/2005:14:14:55,/richlands/,3,1754,1754
cr1.sensis.com.au,29/May/2005:05:26:25,/richlands/,12,1878,1878
cpe-144-131-212-106.,29/May/2005:12:03:40,/richlands/,12,1887,1887
cpe-141-168-108-251.,30/May/2005:13:52:24,/richlands/,2,1911,1911
cpe-138-130-198-54.q,19/Apr/2005:12:43:12,/richlands/aboutus,9,30,30
114.a.001.brs.iprimu,21/Apr/2005:23:45:22,/richlands/aboutus,27,152,152
adsl-1-076.qld.dft.c,27/Apr/2005:20:02:16,/richlands/aboutus,7,381,381
220-244-53-254-qld.t,28/Apr/2005:14:44:31,/richlands/aboutus,1,408,408
220-244-144-238-qld.,09/May/2005:14:45:33,/richlands/aboutus,19,892,892
cpe-143-238-165-225.,11/May/2005:14:43:51,/richlands/aboutus,10,971,971
cpe-203-51-234-80.ql,16/May/2005:18:03:27,/richlands/aboutus,13,1235,1235
cpe-60-231-60-233.ql,25/May/2005:21:58:00,/richlands/aboutus,7,1705,1705
cpe-144-131-212-106.,29/May/2005:12:14:36,/richlands/aboutus,54,1887,1887
cpe-138-130-198-54.q,19/Apr/2005:12:43:12,/richlands/aboutus/,10,30,30
114.a.001.brs.iprimu,21/Apr/2005:23:45:24,/richlands/aboutus/,28,152,152
adsl-1-076.qld.dft.c,27/Apr/2005:20:02:16,/richlands/aboutus/,8,381,381
220-244-53-254-qld.t,28/Apr/2005:14:44:32,/richlands/aboutus/,2,408,408
220-244-144-238-qld.,09/May/2005:14:45:33,/richlands/aboutus/,20,892,892
cpe-143-238-165-225.,11/May/2005:14:43:51,/richlands/aboutus/,11,971,971
cpe-203-51-234-80.ql,16/May/2005:18:03:27,/richlands/aboutus/,14,1235,1235
cpe-60-231-60-233.ql,25/May/2005:21:58:00,/richlands/aboutus/,8,1705,1705
cpe-144-131-212-106.,29/May/2005:12:14:36,/richlands/aboutus/,55,1887,1887
cpe-138-130-198-54.q,19/Apr/2005:12:43:05,/richlands/choice,5,30,30
cpe-203-51-219-235.q,21/Apr/2005:17:40:16,/richlands/choice,5,142,142
cpe-203-51-219-235.q,21/Apr/2005:17:40:40,/richlands/choice,12,142,142
114.a.001.brs.iprimu,21/Apr/2005:23:44:54,/richlands/choice,21,152,152
adsl-1-076.qld.dft.c,27/Apr/2005:20:01:45,/richlands/choice,5,381,381
cpe-138-130-222-62.q,10/May/2005:16:42:04,/richlands/choice,26,944,944
cpe-143-238-165-225.,11/May/2005:14:43:55,/richlands/choice,12,971,971
203.51.231.107,13/May/2005:15:14:48,/richlands/choice,7,1053,1053
203.51.231.107,13/May/2005:15:15:22,/richlands/choice,10,1053,1053
visp.inabox.net,16/May/2005:07:35:04,/richlands/choice,13,1188,1188
cpe-203-51-234-80.ql,16/May/2005:18:03:51,/richlands/choice,19,1235,1235
cpe-144-131-212-106.,29/May/2005:12:10:34,/richlands/choice,37,1887,1887
cpe-138-130-198-54.q,19/Apr/2005:12:43:05,/richlands/choice/,6,30,30
cpe-203-51-219-235.q,21/Apr/2005:17:40:16,/richlands/choice/,6,142,142
114.a.001.brs.iprimu,21/Apr/2005:23:44:54,/richlands/choice/,22,152,152
adsl-1-076.qld.dft.c,27/Apr/2005:20:01:45,/richlands/choice/,6,381,381
cpe-138-130-222-62.q,10/May/2005:16:42:04,/richlands/choice/,27,944,944
cpe-143-238-165-225.,11/May/2005:14:43:56,/richlands/choice/,13,971,971
203.51.231.107,13/May/2005:15:14:48,/richlands/choice/,8,1053,1053
visp.inabox.net,16/May/2005:07:35:04,/richlands/choice/,14,1188,1188
cpe-203-51-234-80.ql,16/May/2005:18:03:51,/richlands/choice/,20,1235,1235
cpe-144-131-212-106.,29/May/2005:12:10:34,/richlands/choice/,38,1887,1887
msnbot.msn.com,19/Apr/2005:07:51:02,/richlands/contact,2,7,7
cpe-138-130-198-54.q,19/Apr/2005:12:43:13,/richlands/contact,11,30,30
lj2477.inktomisearch,20/Apr/2005:04:24:17,/richlands/contact,1,76,76
cpe-203-51-219-235.q,21/Apr/2005:17:40:47,/richlands/contact,13,142,142
msnbot.msn.com,21/Apr/2005:23:25:55,/richlands/contact,2,151,151
msnbot.msn.com,23/Apr/2005:01:03:48,/richlands/contact,1,198,198
msnbot.msn.com,24/Apr/2005:01:32:39,/richlands/contact,2,231,231
209.167.50.22,24/Apr/2005:15:05:57,/richlands/contact,18,245,245
msnbot.msn.com,25/Apr/2005:02:47:15,/richlands/contact,2,257,257
msnbot.msn.com,25/Apr/2005:05:28:30,/richlands/contact,2,259,259
msnbot.msn.com,26/Apr/2005:06:56:02,/richlands/contact,2,288,288
msnbot.msn.com,28/Apr/2005:09:44:46,/richlands/contact,2,395,395
220-244-53-254-qld.t,28/Apr/2005:14:39:16,/richlands/contact,5,405,405
msnbot.msn.com,29/Apr/2005:11:14:04,/richlands/contact,4,471,471
lj2477.inktomisearch,29/Apr/2005:16:20:03,/richlands/contact,1,495,495
msnbot.msn.com,30/Apr/2005:12:48:17,/richlands/contact,2,530,530
msnbot.msn.com,02/May/2005:18:06:18,/richlands/contact,4,584,584
msnbot.msn.com,02/May/2005:22:44:47,/richlands/contact,2,588,588
msnbot.msn.com,03/May/2005:02:46:00,/richlands/contact,3,591,591
220-244-53-254-qld.t,03/May/2005:10:32:00,/richlands/contact,5,597,597
msnbot.msn.com,04/May/2005:22:02:19,/richlands/contact,2,658,658
8-9745.san2.attens.n,04/May/2005:23:02:58,/richlands/contact,25,662,662
egspd42466.ask.com,06/May/2005:15:05:28,/richlands/contact,2,763,763
lj2477.inktomisearch,07/May/2005:08:11:36,/richlands/contact,1,798,798
cr1.sensis.com.au,07/May/2005:19:11:41,/richlands/contact,17,822,822
msnbot.msn.com,08/May/2005:14:18:07,/richlands/contact,4,848,848
cpe-138-130-240-231.,09/May/2005:11:48:29,/richlands/contact,6,876,876
msnbot.msn.com,09/May/2005:15:52:34,/richlands/contact,1,894,894
msnbot.msn.com,10/May/2005:17:51:43,/richlands/contact,1,947,947
cpe-143-238-165-225.,11/May/2005:14:45:45,/richlands/contact,20,971,971
msnbot.msn.com,11/May/2005:19:43:28,/richlands/contact,3,989,989
222-152-19-116.jetst,12/May/2005:07:51:47,/richlands/contact,4,1002,1002
msnbot.msn.com,12/May/2005:23:12:50,/richlands/contact,3,1037,1037
msnbot.msn.com,14/May/2005:00:19:46,/richlands/contact,3,1083,1083
lj2477.inktomisearch,14/May/2005:20:11:40,/richlands/contact,1,1121,1121
msnbot.msn.com,15/May/2005:11:23:26,/richlands/contact,3,1153,1153
visp.inabox.net,16/May/2005:07:34:57,/richlands/contact,7,1188,1188
msnbot.msn.com,16/May/2005:13:13:16,/richlands/contact,3,1205,1205
cpe-203-51-234-80.ql,16/May/2005:18:03:39,/richlands/contact,16,1235,1235
msnbot.msn.com,17/May/2005:13:48:18,/richlands/contact,4,1267,1267
msnbot.msn.com,18/May/2005:17:41:09,/richlands/contact,3,1321,1321
msnbot.msn.com,18/May/2005:19:52:07,/richlands/contact,2,1325,1325
b3894.static.pacific,19/May/2005:08:05:17,/richlands/contact,9,1338,1338
b3894.static.pacific,19/May/2005:13:29:26,/richlands/contact,7,1362,1362
msnbot.msn.com,19/May/2005:23:02:22,/richlands/contact,2,1391,1391
msnbot.msn.com,21/May/2005:01:03:30,/richlands/contact,3,1438,1438
msnbot.msn.com,22/May/2005:03:20:57,/richlands/contact,3,1481,1481
lj2477.inktomisearch,22/May/2005:08:11:48,/richlands/contact,1,1488,1488
msnbot.msn.com,23/May/2005:06:31:25,/richlands/contact,2,1538,1538
msnbot.msn.com,24/May/2005:09:29:44,/richlands/contact,2,1595,1595
msnbot.msn.com,24/May/2005:12:46:33,/richlands/contact,2,1618,1618
203.48.64.146,25/May/2005:09:48:40,/richlands/contact,5,1668,1668
egspd42466.ask.com,25/May/2005:10:16:29,/richlands/contact,1,1671,1671
cpe-60-231-60-233.ql,25/May/2005:22:02:12,/richlands/contact,11,1705,1705
msnbot.msn.com,25/May/2005:22:49:09,/richlands/contact,3,1707,1707
msnbot.msn.com,27/May/2005:04:29:12,/richlands/contact,2,1793,1793
msnbot.msn.com,28/May/2005:12:08:21,/richlands/contact,2,1826,1826
msnbot.msn.com,28/May/2005:15:56:25,/richlands/contact,3,1833,1833
cr1.sensis.com.au,29/May/2005:05:29:30,/richlands/contact,22,1878,1878
cpe-141-168-108-251.,30/May/2005:13:52:45,/richlands/contact,3,1911,1911
msnbot.msn.com,19/Apr/2005:08:16:54,/richlands/contact/,1,11,11
cpe-138-130-198-54.q,19/Apr/2005:12:43:13,/richlands/contact/,12,30,30
lj2477.inktomisearch,20/Apr/2005:04:24:18,/richlands/contact/,1,78,78
cpe-203-51-219-235.q,21/Apr/2005:17:40:47,/richlands/contact/,14,142,142
msnbot.msn.com,21/Apr/2005:23:50:17,/richlands/contact/,1,153,153
msnbot.msn.com,23/Apr/2005:01:21:49,/richlands/contact/,2,198,198
msnbot.msn.com,24/Apr/2005:01:44:26,/richlands/contact/,3,231,231
209.167.50.22,24/Apr/2005:15:07:12,/richlands/contact/,23,245,245
msnbot.msn.com,25/Apr/2005:02:48:11,/richlands/contact/,3,257,257
msnbot.msn.com,25/Apr/2005:05:29:33,/richlands/contact/,3,259,259
msnbot.msn.com,26/Apr/2005:07:07:57,/richlands/contact/,1,291,291
msnbot.msn.com,28/Apr/2005:09:59:30,/richlands/contact/,4,395,395
220-244-53-254-qld.t,28/Apr/2005:14:39:16,/richlands/contact/,6,405,405
msnbot.msn.com,29/Apr/2005:11:15:41,/richlands/contact/,5,471,471
lj2477.inktomisearch,29/Apr/2005:16:20:04,/richlands/contact/,2,495,495
msnbot.msn.com,30/Apr/2005:12:54:58,/richlands/contact/,4,530,530
msnbot.msn.com,02/May/2005:18:08:15,/richlands/contact/,5,584,584
msnbot.msn.com,02/May/2005:22:50:18,/richlands/contact/,3,588,588
msnbot.msn.com,03/May/2005:02:04:21,/richlands/contact/,2,591,591
msnbot.msn.com,03/May/2005:02:48:49,/richlands/contact/,4,591,591
220-244-53-254-qld.t,03/May/2005:10:32:01,/richlands/contact/,6,597,597
msnbot.msn.com,04/May/2005:22:08:16,/richlands/contact/,3,658,658
8-9745.san2.attens.n,04/May/2005:23:03:44,/richlands/contact/,28,662,662
egspd42466.ask.com,06/May/2005:15:05:49,/richlands/contact/,3,763,763
lj2477.inktomisearch,07/May/2005:08:11:37,/richlands/contact/,2,798,798
cr1.sensis.com.au,07/May/2005:19:12:02,/richlands/contact/,18,822,822
msnbot.msn.com,08/May/2005:14:25:51,/richlands/contact/,5,848,848
cpe-138-130-240-231.,09/May/2005:11:48:29,/richlands/contact/,7,876,876
msnbot.msn.com,09/May/2005:16:10:39,/richlands/contact/,2,894,894
msnbot.msn.com,10/May/2005:18:04:34,/richlands/contact/,1,949,949
cpe-143-238-165-225.,11/May/2005:14:45:45,/richlands/contact/,21,971,971
msnbot.msn.com,11/May/2005:20:03:50,/richlands/contact/,1,991,991
222-152-19-116.jetst,12/May/2005:07:51:47,/richlands/contact/,5,1002,1002
msnbot.msn.com,12/May/2005:23:27:10,/richlands/contact/,4,1037,1037
msnbot.msn.com,14/May/2005:00:36:36,/richlands/contact/,1,1086,1086
lj2477.inktomisearch,14/May/2005:20:11:41,/richlands/contact/,2,1121,1121
msnbot.msn.com,15/May/2005:11:36:41,/richlands/contact/,4,1153,1153
visp.inabox.net,16/May/2005:07:34:57,/richlands/contact/,8,1188,1188
msnbot.msn.com,16/May/2005:13:26:50,/richlands/contact/,1,1208,1208
cpe-203-51-234-80.ql,16/May/2005:18:03:40,/richlands/contact/,17,1235,1235
209.152.183.217,17/May/2005:00:40:49,/richlands/contact/,1,1246,1246
209.152.183.217,17/May/2005:00:40:52,/richlands/contact/,2,1246,1246
msnbot.msn.com,17/May/2005:14:07:46,/richlands/contact/,5,1267,1267
msnbot.msn.com,18/May/2005:18:20:13,/richlands/contact/,2,1323,1323
msnbot.msn.com,18/May/2005:21:18:11,/richlands/contact/,2,1328,1328
b3894.static.pacific,19/May/2005:08:05:17,/richlands/contact/,10,1338,1338
b3894.static.pacific,19/May/2005:13:29:26,/richlands/contact/,8,1362,1362
b3894.static.pacific,19/May/2005:13:36:48,/richlands/contact/,1,1365,1365
msnbot.msn.com,19/May/2005:23:33:31,/richlands/contact/,1,1393,1393
msnbot.msn.com,21/May/2005:01:24:31,/richlands/contact/,5,1438,1438
msnbot.msn.com,22/May/2005:03:46:59,/richlands/contact/,4,1481,1481
lj2477.inktomisearch,22/May/2005:08:11:48,/richlands/contact/,2,1488,1488
msnbot.msn.com,23/May/2005:07:36:14,/richlands/contact/,2,1542,1542
msnbot.msn.com,24/May/2005:13:07:27,/richlands/contact/,4,1618,1618
msnbot.msn.com,24/May/2005:13:14:36,/richlands/contact/,6,1618,1618
msnbot.msn.com,24/May/2005:15:22:20,/richlands/contact/,2,1622,1622
msnbot.msn.com,24/May/2005:15:32:29,/richlands/contact/,4,1622,1622
203.48.64.146,25/May/2005:09:48:40,/richlands/contact/,6,1668,1668
egspd42466.ask.com,25/May/2005:10:16:42,/richlands/contact/,2,1671,1671
cpe-60-231-60-233.ql,25/May/2005:22:02:12,/richlands/contact/,12,1705,1705
msnbot.msn.com,25/May/2005:23:37:52,/richlands/contact/,4,1707,1707
msnbot.msn.com,27/May/2005:05:34:00,/richlands/contact/,4,1793,1793
msnbot.msn.com,28/May/2005:16:29:37,/richlands/contact/,4,1833,1833
msnbot.msn.com,28/May/2005:17:58:25,/richlands/contact/,1,1836,1836
cr1.sensis.com.au,29/May/2005:05:29:44,/richlands/contact/,23,1878,1878
cpe-141-168-108-251.,30/May/2005:13:52:45,/richlands/contact/,4,1911,1911
cpe-138-130-198-54.q,19/Apr/2005:12:43:17,/richlands/default.htm,15,30,30
cpe-203-51-219-235.q,21/Apr/2005:17:40:38,/richlands/default.htm,11,142,142
cpe-139-168-171-67.q,09/May/2005:12:21:48,/richlands/default.htm,1,879,879
cpe-143-238-165-225.,11/May/2005:14:44:27,/richlands/default.htm,16,971,971
203.51.231.107,13/May/2005:15:15:11,/richlands/default.htm,9,1053,1053
capilano-link.bne.co,13/May/2005:16:23:47,/richlands/default.htm,5,1060,1060
visp.inabox.net,16/May/2005:07:35:05,/richlands/default.htm,16,1188,1188
cpe-60-231-87-156.ql,20/May/2005:09:03:02,/richlands/default.htm,14,1398,1398
cpe-60-231-60-233.ql,25/May/2005:22:08:09,/richlands/default.htm,13,1705,1705
cpe-144-131-212-106.,29/May/2005:12:10:31,/richlands/default.htm,36,1887,1887
lj2496.inktomisearch,20/Apr/2005:10:48:12,/richlands/documents/Acad2000-create-plot-file.pdf,1,97,97
cpe-203-51-219-235.q,21/Apr/2005:17:43:29,/richlands/documents/Acad2000-create-plot-file.pdf,19,142,142
cpe-203-51-219-235.q,21/Apr/2005:17:43:34,/richlands/documents/Acad2000-create-plot-file.pdf,20,142,142
cpe-203-51-219-235.q,21/Apr/2005:17:43:38,/richlands/documents/Acad2000-create-plot-file.pdf,21,142,142
209.167.50.22,24/Apr/2005:15:08:12,/richlands/documents/Acad2000-create-plot-file.pdf,27,245,245
lj2496.inktomisearch,29/Apr/2005:20:17:36,/richlands/documents/Acad2000-create-plot-file.pdf,1,507,507
msnbot.msn.com,03/May/2005:10:24:30,/richlands/documents/Acad2000-create-plot-file.pdf,1,596,596
lj2496.inktomisearch,07/May/2005:10:28:33,/richlands/documents/Acad2000-create-plot-file.pdf,1,803,803
lj2496.inktomisearch,14/May/2005:22:28:39,/richlands/documents/Acad2000-create-plot-file.pdf,1,1126,1126
msnbot.msn.com,17/May/2005:03:45:16,/richlands/documents/Acad2000-create-plot-file.pdf,4,1247,1247
cpe-61-9-215-49.qld.,17/May/2005:10:02:37,/richlands/documents/Acad2000-create-plot-file.pdf,9,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:02:44,/richlands/documents/Acad2000-create-plot-file.pdf,10,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:02:44,/richlands/documents/Acad2000-create-plot-file.pdf,11,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:02:47,/richlands/documents/Acad2000-create-plot-file.pdf,12,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:02:50,/richlands/documents/Acad2000-create-plot-file.pdf,13,1254,1254
cpe-61-9-215-49.qld.,17/May/2005:10:02:52,/richlands/documents/Acad2000-create-plot-file.pdf,14,1254,1254
lj2496.inktomisearch,22/May/2005:16:41:45,/richlands/documents/Acad2000-create-plot-file.pdf,1,1503,1503
cpe-203-51-237-213.q,26/May/2005:09:46:28,/richlands/documents/Acad2000-create-plot-file.pdf,8,1738,1738
cpe-138-130-198-54.q,19/Apr/2005:12:43:14,/richlands/enquiry,13,30,30
cpe-203-51-219-235.q,21/Apr/2005:17:40:32,/richlands/enquiry,9,142,142
pollux.usq.edu.au,10/May/2005:15:01:46,/richlands/enquiry,2,936,936
cor6-ppp1753.for.dsl,11/May/2005:18:29:29,/richlands/enquiry,12,983,983
visp.inabox.net,16/May/2005:07:35:00,/richlands/enquiry,10,1188,1188
cpe-138-130-198-54.q,19/Apr/2005:12:43:14,/richlands/enquiry/,14,30,30
cpe-203-51-219-235.q,21/Apr/2005:17:40:32,/richlands/enquiry/,10,142,142
castor.usq.edu.au,10/May/2005:15:01:46,/richlands/enquiry/,1,937,937
cor6-ppp1753.for.dsl,11/May/2005:18:29:30,/richlands/enquiry/,13,983,983
visp.inabox.net,16/May/2005:07:35:00,/richlands/enquiry/,11,1188,1188
cor6-ppp1753.for.dsl,11/May/2005:18:32:06,/richlands/enquiry/thankyou.htm,15,983,983
202.183.101.13,19/Apr/2005:07:49:52,/richlands/fileupload,4,6,6
202.183.101.13,19/Apr/2005:08:09:10,/richlands/fileupload,4,10,10
cpe-138-130-198-54.q,19/Apr/2005:12:43:11,/richlands/fileupload,7,30,30
kerryj.eis.net.au,20/Apr/2005:15:25:47,/richlands/fileupload,4,107,107
cpe-203-51-219-235.q,21/Apr/2005:17:38:59,/richlands/fileupload,3,142,142
114.a.001.brs.iprimu,21/Apr/2005:23:45:17,/richlands/fileupload,25,152,152
202.183.101.13,27/Apr/2005:13:18:10,/richlands/fileupload,4,359,359
cpe-139-168-174-141.,03/May/2005:14:04:56,/richlands/fileupload,7,603,603
c210-49-39-196.rochd,11/May/2005:15:39:03,/richlands/fileupload,5,973,973
222-152-19-116.jetst,12/May/2005:08:02:14,/richlands/fileupload,5,1004,1004
222-152-19-116.jetst,12/May/2005:08:05:40,/richlands/fileupload,1,1006,1006
203.51.231.107,13/May/2005:15:14:23,/richlands/fileupload,5,1053,1053
cpe-203-51-234-80.ql,16/May/2005:18:03:20,/richlands/fileupload,10,1235,1235
cpe-61-9-215-49.qld.,17/May/2005:10:01:43,/richlands/fileupload,5,1254,1254
c220-237-94-169.ipsw,23/May/2005:20:24:10,/richlands/fileupload,7,1572,1572
cpe-203-45-189-19.ql,25/May/2005:09:22:35,/richlands/fileupload,5,1657,1657
cpe-203-45-189-19.ql,25/May/2005:09:38:41,/richlands/fileupload,1,1666,1666
cpe-60-231-60-233.ql,25/May/2005:21:58:33,/richlands/fileupload,9,1705,1705
d220-236-9-147.dsl.n,26/May/2005:14:15:11,/richlands/fileupload,6,1754,1754
202.183.101.13,19/Apr/2005:07:49:52,/richlands/fileupload/,5,6,6
cpe-138-130-198-54.q,19/Apr/2005:12:43:11,/richlands/fileupload/,8,30,30
kerryj.eis.net.au,20/Apr/2005:15:25:47,/richlands/fileupload/,5,107,107
cpe-203-51-219-235.q,21/Apr/2005:17:38:59,/richlands/fileupload/,4,142,142
114.a.001.brs.iprimu,21/Apr/2005:23:45:17,/richlands/fileupload/,26,152,152
202.183.101.13,27/Apr/2005:13:18:10,/richlands/fileupload/,5,359,359
cpe-139-168-174-141.,03/May/2005:14:04:57,/richlands/fileupload/,8,603,603
c210-49-39-196.rochd,11/May/2005:15:39:03,/richlands/fileupload/,6,973,973
222-152-19-116.jetst,12/May/2005:06:14:58,/richlands/fileupload/,1,999,999
222-152-19-116.jetst,12/May/2005:06:15:00,/richlands/fileupload/,2,999,999
222-152-19-116.jetst,12/May/2005:08:02:15,/richlands/fileupload/,6,1004,1004
222-152-19-116.jetst,12/May/2005:08:05:40,/richlands/fileupload/,2,1006,1006
c210-49-39-196.rochd,12/May/2005:21:13:40,/richlands/fileupload/,1,1032,1032
203.51.231.107,13/May/2005:15:14:23,/richlands/fileupload/,6,1053,1053
visp.inabox.net,16/May/2005:07:34:21,/richlands/fileupload/,4,1188,1188
cpe-203-51-234-80.ql,16/May/2005:18:03:20,/richlands/fileupload/,11,1235,1235
cpe-61-9-215-49.qld.,17/May/2005:10:01:44,/richlands/fileupload/,6,1254,1254
c220-237-94-169.ipsw,23/May/2005:20:24:10,/richlands/fileupload/,8,1572,1572
cpe-203-45-189-19.ql,25/May/2005:09:22:35,/richlands/fileupload/,6,1657,1657
cpe-203-45-189-19.ql,25/May/2005:09:38:41,/richlands/fileupload/,2,1666,1666
cpe-203-51-237-213.q,25/May/2005:12:43:16,/richlands/fileupload/,7,1681,1681
cpe-60-231-60-233.ql,25/May/2005:21:58:33,/richlands/fileupload/,10,1705,1705
d220-236-9-147.dsl.n,26/May/2005:14:15:12,/richlands/fileupload/,7,1754,1754
202.183.101.13,19/Apr/2005:08:04:17,/richlands/fileupload/upload.htm,2,10,10
202.183.101.13,19/Apr/2005:08:09:53,/richlands/fileupload/upload.htm,6,10,10
kerryj.eis.net.au,20/Apr/2005:15:26:56,/richlands/fileupload/upload.htm,7,107,107
202.183.101.13,27/Apr/2005:13:18:52,/richlands/fileupload/upload.htm,7,359,359
222-152-19-116.jetst,12/May/2005:07:50:59,/richlands/fileupload/upload.htm,2,1002,1002
222-152-19-116.jetst,12/May/2005:08:03:10,/richlands/fileupload/upload.htm,9,1004,1004
c210-49-39-196.rochd,12/May/2005:21:14:49,/richlands/fileupload/upload.htm,4,1032,1032
c220-237-94-169.ipsw,23/May/2005:20:24:57,/richlands/fileupload/upload.htm,11,1572,1572
cpe-203-45-189-19.ql,25/May/2005:09:24:33,/richlands/fileupload/upload.htm,2,1659,1659
cpe-203-45-189-19.ql,25/May/2005:09:38:51,/richlands/fileupload/upload.htm,4,1666,1666
202.183.101.13,19/Apr/2005:07:49:47,/richlands/javascript/menu.js,3,6,6
156.a.001.brs.iprimu,19/Apr/2005:09:00:41,/richlands/javascript/menu.js,4,14,14
allptrs.eq.edu.au,19/Apr/2005:09:48:00,/richlands/javascript/menu.js,4,22,22
cpe-144-136-135-38.q,19/Apr/2005:10:20:04,/richlands/javascript/menu.js,9,23,23
203-219-44-170-qld.t,19/Apr/2005:12:33:57,/richlands/javascript/menu.js,4,29,29
cpe-138-130-198-54.q,19/Apr/2005:12:42:59,/richlands/javascript/menu.js,4,30,30
cpe-147-10-80-62.qld,20/Apr/2005:13:21:32,/richlands/javascript/menu.js,4,104,104
kerryj.eis.net.au,20/Apr/2005:15:25:29,/richlands/javascript/menu.js,3,107,107
cpe-203-51-219-235.q,21/Apr/2005:17:38:49,/richlands/javascript/menu.js,2,142,142
cpe-203-51-219-235.q,21/Apr/2005:17:43:11,/richlands/javascript/menu.js,16,142,142
114.a.001.brs.iprimu,21/Apr/2005:23:44:38,/richlands/javascript/menu.js,20,152,152
d220-237-199-183.dsl,23/Apr/2005:20:38:52,/richlands/javascript/menu.js,9,226,226
210-0-71-149.nexnet.,26/Apr/2005:13:06:27,/richlands/javascript/menu.js,4,302,302
cpe-143-238-139-88.q,27/Apr/2005:09:17:11,/richlands/javascript/menu.js,18,341,341
202.183.101.13,27/Apr/2005:13:18:02,/richlands/javascript/menu.js,3,359,359
adsl-1-076.qld.dft.c,27/Apr/2005:20:01:21,/richlands/javascript/menu.js,4,381,381
220-244-53-254-qld.t,28/Apr/2005:14:38:56,/richlands/javascript/menu.js,4,405,405
cpe-138-130-192-171.,28/Apr/2005:15:56:40,/richlands/javascript/menu.js,4,411,411
211.27.167.207,28/Apr/2005:22:48:43,/richlands/javascript/menu.js,15,435,435
220-244-53-254-qld.t,03/May/2005:10:31:29,/richlands/javascript/menu.js,4,597,597
cpe-139-168-174-141.,03/May/2005:14:03:52,/richlands/javascript/menu.js,6,603,603
cpe-138-130-240-231.,09/May/2005:11:48:15,/richlands/javascript/menu.js,5,876,876
cpe-139-168-171-67.q,09/May/2005:12:12:43,/richlands/javascript/menu.js,10,877,877
cpe-147-10-80-62.qld,09/May/2005:13:08:46,/richlands/javascript/menu.js,3,886,886
